"staSeq","locationName","locationDescription","locationType","ylat","xlong","sourceMapScale","horizCollectMethod","horizRefDatum","stateCd","munName","subBasin","adbSegID","hydroID","createDate","createUser","lastUpdateDate","lastUpdateUser"
17105,"Tatetuck Brook","Below Everett Rd DS of Site 2121","River/Stream",41.28305,-73.28194,24000,"Unknown","NAD83","CT","EASTON",7108,"7108-02-2-R1","","2009-01-12 00:00:00","BeaucheneM","2021-12-27 17:18:19","BeckerM"
17104,"Tatetuck Brook","Below Everett Rd","River/Stream",41.2831,-73.2819,24000,"Unknown","NAD83","CT","EASTON",7108,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18879,"Farm River","end of Moulthrop rd","River/Stream",41.283315,-72.866188,0,"Interpolation-Satellite","WGS84","CT","EAST HAVEN",5112,"","","2015-03-20 11:40:00","HagstromN","2021-12-21 14:17:00","BeckerM"
15769,"Wepawaug River","downstream Route 121","River/Stream",41.2835,-73.0409,24000,"Interpolation-Map","NAD83","CT","ORANGE",5307,"CT5307-00_03","104002063","2005-11-18 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15891,"Neck River","at Fort Path Road (USGS location)","River/Stream",41.2839,-72.6194,24000,"Interpolation-Map","NAD83","CT","MADISON",5107,"CT5107-00_01","","2006-05-15 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15658,"Hammonasset River","downstream 2000 feet Route 95","Estuary",41.2844,-72.5584,24000,"GPS-Unspecified","NAD83","CT","CLINTON",5106,"CT-C1_005","","2005-05-18 00:00:00","BellucciC","2010-03-12 00:00:00","BeaucheneM"
19643,"West River Trib","US of ThreeMile Crse","River/Stream",41.284605,-72.696026,0,"Interpolation-Satellite","WGS84","CT","GUILFORD",5110,"","","2017-04-28 12:41:00","HagstromN","2017-04-28 12:41:00","HagstromN"
19473,"Little River","US of Saug Reservoir","River/Stream",41.285272,-73.374831,0,"Interpolation-Satellite","WGS84","CT","REDDING",7201,"","","2017-01-04 13:33:00","HagstromN","2017-01-04 13:33:00","HagstromN"
16580,"Cold Spring Brook","Below RR crossing","River/Stream",41.2853,-72.4233,24000,"Unknown","NAD83","CT","WESTBROOK",5000,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
15282,"Ridgefield Brook (Great Swamp)","special investigation 1","River/Stream",41.2856,-73.4825,24000,"Interpolation-Map","NAD83","CT","RIDGEFIELD",7300,"CT7300-02_02","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
15118,"Branford River","Behind HS","River/Stream",41.2856,-72.8006,24000,"Interpolation-Map","NAD83","CT","NORTH BRANFORD",5111,"CT5111-E_03","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
19415,"Hagar Creek","DS of Rte 1","River/Stream",41.285973,-72.406881,0,"Interpolation-Satellite","WGS84","CT","OLD SAYBROOK",5000,"","","2016-12-21 12:42:00","HagstromN","2016-12-21 12:42:00","HagstromN"
19255,"Indian River","US of Old Mill Rd","River/Stream",41.28611,-72.526384,0,"Interpolation-Satellite","WGS84","CT","CLINTON",5104,"","","2016-11-16 12:26:00","HagstromN","2016-11-16 12:27:00","HagstromN"
19698,"Cove River","Downstream Route 1, adjacent Palatka St","River/Stream",41.286443,-72.9741,0,"Interpolation-Satellite","WGS84","CT","WEST HAVEN",5000,"CT5000-50_01","104001905","2017-05-25 15:07:00","LallyMe","2021-10-05 14:37:22","BeckerM"
16262,"Aspetuck River","upstream Rock House Road at nature preserve","River/Stream",41.2865,-73.3327,24000,"Interpolation-Map","NAD83","CT","EASTON",7202,"CT7202-00_02","102002618","2008-01-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
19478,"Saugatuck River","at Rt 53","River/Stream",41.286578,-73.387899,0,"Interpolation-Satellite","WGS84","CT","REDDING",7200,"","","2017-01-06 14:17:00","BellucciC","2021-11-17 18:20:50","BeckerM"
16917,"Nob Crook Brook","Above Rte 107","River/Stream",41.2878,-73.3978,24000,"Unknown","NAD83","CT","REDDING",7200,"CT7200-16_01","102002660","2009-01-12 00:00:00","BeaucheneM","2021-12-27 17:18:18","BeckerM"
19229,"Fence Creek","DS of New road","River/Stream",41.287852,-72.58285,0,"Interpolation-Satellite","WGS84","CT","MADISON",5000,"","","2016-11-14 13:57:00","HagstromN","2016-11-14 13:58:00","HagstromN"
16268,"Farmill River","at end of Roaring Brook Lane Cul-de-sac","River/Stream",41.288,-73.1461,24000,"Interpolation-Map","NAD83","CT","SHELTON",6025,"CT6025-00_03","103018517","2008-01-16 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
14395,"Pequonnock River","downstream Route 111 Bridge","River/Stream",41.2881,-73.2348,24000,"Interpolation-Map","NAD83","CT","TRUMBULL",7105,"CT7105-00_03","102002656","1999-03-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
19539,"Long Island Sound Trib","5 m US of Yankee Peddler Path","River/Stream",41.288497,-72.591843,0,"Interpolation-Satellite","WGS84","CT","MADISON",5000,"","","2017-02-16 10:29:00","HagstromN","2017-02-16 10:30:00","HagstromN"
14854,"Neck River","upstream Route 95","River/Stream",41.2886,-72.6199,24000,"GPS-Unspecified","NAD83","CT","MADISON",5107,"CT5107-00_01","","2002-04-25 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
19259,"West River","Cornor Rte 1 and Mill Rd","River/Stream",41.288795,-72.692542,0,"Interpolation-Satellite","WGS84","CT","GUILFORD",5110,"","","2016-11-16 14:02:00","HagstromN","2016-11-16 14:03:00","HagstromN"
16908,"No Name","Between Rte 95 and Nod Rd","River/Stream",41.2889,-72.5494,24000,"Unknown","NAD83","CT","CLINTON",5106,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18139,"Aspetuck River, Tributary to (Lyons Swamp outflow)","DS Rockhouse Road just past Ledgeway road","River/Stream",41.28906,-73.32442,24000,"Interpolation-Satellite","NAD83","CT","EASTON",7202,"Needs","102002617","2010-10-20 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15023,"Farm River","at end of dirt rd off Gloria Place","River/Stream",41.2895,-72.8641,24000,"GPS-Unspecified","NAD83","CT","EAST HAVEN",5112,"CT5112-00_01","104001900","2003-04-23 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
19550,"Patterson Brook","@ Rte 59","River/Stream",41.289599,-73.290959,0,"Interpolation-Satellite","WGS84","CT","EASTON",7108,"","","2017-02-16 11:39:00","HagstromN","2017-02-16 11:40:00","HagstromN"
17053,"Sluice Creek","33 M DS Rte 1 and Rte 146","River/Stream",41.29,-72.6744,24000,"Unknown","NAD83","CT","GUILFORD",5109,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
19258,"West River","Mill Pond Outflow","River/Stream",41.290044,-72.690342,0,"Interpolation-Satellite","WGS84","CT","GUILFORD",5110,"","","2016-11-16 13:59:00","HagstromN","2016-11-16 13:59:00","HagstromN"
15181,"Indian River","Behind HS","River/Stream",41.2903,-72.5278,24000,"Interpolation-Map","NAD83","CT","CLINTON",5104,"CT5104-00_01","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
15974,"Ridgefield POTW","At Ridgefield POTW","Facility Municipal Sewage (POTW)",41.2904,-73.4898,24000,"Interpolation-Map","NAD83","CT","RIDGEFIELD",7300,"UNKNOWN","","2006-06-15 00:00:00","BeckerM","2010-03-12 00:00:00","BeaucheneM"
14831,"Connecticut river","at mouth","Estuary",41.291,-72.3444,24000,"Interpolation-Map","NAD83","CT","OLD SAYBROOK",4000,"CT4000-E-01","","2002-03-27 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
19634,"Tatetuck Brook","Above Rte 59","River/Stream",41.291117,-73.290492,0,"Interpolation-Satellite","WGS84","CT","EASTON",7108,"","","2017-04-27 07:43:00","HagstromN","2017-04-27 07:43:00","HagstromN"
19420,"Hammonasset River","Duck Hope above old dam","River/Stream",41.291439,-72.565287,0,"Interpolation-Satellite","WGS84","CT","MADISON",5106,"","","2016-12-21 13:10:00","HagstromN","2016-12-21 13:11:00","HagstromN"
17608,"Race Brook","DS at Orange Center Road crossing","River/Stream",41.291565,-73.027463,0,"Interpolation-Satellite","WGS84","CT","ORANGE",5307,"","","2011-03-30 14:11:00","Unknown","2021-11-17 18:20:50","BeckerM"
20229,"Race Brook","US of Lambert Rd, DS of golf course","River/Stream",41.29157,-73.02746,0,"Interpolation-Satellite","WGS84","CT","ORANGE",5307,"","","2019-06-27 09:04:00","CzarnowskiMM","2019-08-13 10:32:00","BeckerM"
19432,"Hoadley Creek","end of Granite Rd","River/Stream",41.291727,-72.735315,0,"Interpolation-Satellite","WGS84","CT","GUILFORD",5000,"","","2016-12-22 11:19:00","HagstromN","2016-12-22 11:20:00","HagstromN"
19403,"Gatchen Creek","50m bleow Old clinton Rd","River/Stream",41.291737,-72.478657,0,"Interpolation-Satellite","WGS84","CT","WESTBROOK",5103,"","","2016-12-21 09:37:00","HagstromN","2016-12-21 09:38:00","HagstromN"
19230,"Farmill River","US of Walnut Tree St","River/Stream",41.29189,-73.159123,0,"Interpolation-Satellite","WGS84","CT","SHELTON",6025,"","","2016-11-15 09:27:00","HagstromN","2016-11-15 09:27:00","HagstromN"
17379,"Little River","Infront of Greenbush Rd. bridge","River/Stream",41.2919,-73.3692,24000,"Interpolation-Map","NAD83","CT","REDDING",7201,"Needs","102002649","2009-12-15 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15117,"Branford River","Behind Vincents","River/Stream",41.2919,-72.7922,24000,"Interpolation-Map","NAD83","CT","BRANFORD",5111,"NOSEG","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
17634,"Race Brook","Upstream of Mapledale Avenue","River/Stream",41.292043,-73.029963,0,"Interpolation-Satellite","WGS84","CT","ORANGE",5307,"","104001791","2011-06-17 12:52:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
16777,"Ivy Brook","Parallel to Constitution Blvd","River/Stream",41.2922,-73.085,24000,"Unknown","NAD83","CT","SHELTON",6000,"Needs","103018563","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
15391,"Ridgefield Brook, tributary to (Steep Brook)","at Route 35","River/Stream",41.2924,-73.4944,24000,"Interpolation-Map","NAD83","CT","RIDGEFIELD",7300,"CT7300-02_02-INTO","","2004-01-05 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
19260,"West River","At Park Enterance Bridge","River/Stream",41.292686,-72.692528,0,"Interpolation-Satellite","WGS84","CT","GUILFORD",5110,"","","2016-11-16 14:04:00","HagstromN","2016-11-16 14:05:00","HagstromN"
18141,"Norwalk River","upstream Route 7 crossing Downstream Cains Hill road and Topstone Roads","River/Stream",41.293,-73.45131,24000,"Interpolation-Satellite","NAD83","CT","RIDGEFIELD",7300,"Needs","102002651","2012-03-16 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
16282,"Farmill River","at Corn Hill Road","River/Stream",41.293,-73.173,24000,"Interpolation-Map","NAD83","CT","SHELTON",6025,"CT6025-00_03","","2008-01-25 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
16143,"Little River","at Newtown Turnpyke","River/Stream",41.2931,-73.3678,24000,"Interpolation-Map","NAD83","CT","REDDING",7201,"CT7201-00_01","102002649","2007-05-16 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
15859,"Means Brook","upstream Lane Street","River/Stream",41.2931,-73.1442,24000,"Interpolation-Map","NAD83","CT","SHELTON",6024,"CT6024-00_01","","2006-05-08 00:00:00","BellucciC","2010-03-12 00:00:00","BeaucheneM"
16344,"Aspetuck River","In Centenial State Forest Downstream Poverty Hollow/Valley Road Crossing","River/Stream",41.2933,-73.3303,24000,"Interpolation-Map","NAD83","CT","REDDING",7202,"CT7202-00_02","","2008-04-17 00:00:00","BeaucheneM","2015-11-12 15:02:00","TokarzW"
19241,"Farm River","Behind CT-DOT station","River/Stream",41.293841,-72.862132,0,"Interpolation-Satellite","WGS84","CT","EAST HAVEN",5112,"","","2016-11-15 11:26:00","HagstromN","2016-11-15 11:26:00","HagstromN"
17453,"Pequonnock River","Spring Hill Bridge just downstream from confluence with un-named brook","River/Stream",41.2939,-73.2407,24000,"Interpolation-Map","NAD83","CT","TRUMBULL",7105,"CT7105-00_04","","1901-01-01 00:00:00","BeaucheneM","2015-11-19 12:50:00","TokarzW"
19261,"West River","Water Co. access Rd to I-95","River/Stream",41.29424,-72.692794,0,"Interpolation-Satellite","WGS84","CT","GUILFORD",5110,"","","2016-11-16 14:06:00","HagstromN","2016-11-16 14:07:00","HagstromN"
20098,"Cemetery Brook","Downstream Fox Run Road (mouth)","River/Stream",41.294274,-73.40957,0,"Interpolation-Satellite","WGS84","CT","REDDING",7200,"CT7200-13_01","102002708","2018-08-24 15:23:00","LallyMe","2021-12-27 17:18:18","BeckerM"
20099,"Moffitts Brook","Adjacent to Fox Run Road, at confluence iwth Cemetery Brook","River/Stream",41.29429,-73.409173,0,"Interpolation-Satellite","WGS84","CT","REDDING",7200,"CT7200-12_01","102002710","2018-08-24 15:27:00","LallyMe","2021-12-27 17:18:18","BeckerM"
19834,"Ivy Brook","Downstream of Ivy Brook Road","River/Stream",41.294389,-73.088772,0,"Interpolation-Satellite","WGS84","CT","SHELTON",6000,"","","2017-08-15 10:03:00","BeckerM","2017-08-15 10:03:00","BeckerM"
15293,"Ridgefield Brook","at Farmingville Rd at Great Swamp Outlet","River/Stream",41.2945,-73.4885,24000,"Interpolation-Map","NAD83","CT","RIDGEFIELD",7300,"CT7300-02_02","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
14444,"Saugatuck River","downstream Route 107 & Route 53 Junction","River/Stream",41.2945,-73.3948,24000,"Interpolation-Map","NAD83","CT","REDDING",7200,"CT7200-00_03","102002697","1999-03-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
20245,"Race Brook","Upstream of Lambert Rd","River/Stream",41.294617,-73.024703,0,"Interpolation-Satellite","WGS84","CT","ORANGE",5307,"","","2019-07-25 11:27:00","CzarnowskiMM","2019-08-13 10:33:00","BeckerM"
20349,"Branford River","outflow of Branford Supply Pond (fishway)","River/Stream",41.294846,-72.801809,0,"Interpolation-Satellite","WGS84","CT","BRANFORD",5111,"","","2019-11-04 12:31:00","HagstromN","2019-11-04 12:31:00","HagstromN"
16604,"Dee Pond Brook","DS Pond Meadow Rd","River/Stream",41.295,-72.4586,24000,"Unknown","NAD83","CT","WESTBROOK",5102,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18774,"Wepawaug River","In Wepawaug Conservation Area, US orange trail pedestrian bridge","River/Stream",41.295366,-73.033513,0,"Interpolation-Satellite","WGS84","CT","ORANGE",5307,"","104001792","2014-09-09 15:24:00","LallyMe","2021-10-05 14:34:45","BeckerM"
19257,"West River","US of I-95 By Pass channel","River/Stream",41.295897,-72.690484,0,"Interpolation-Satellite","WGS84","CT","GUILFORD",5110,"","","2016-11-16 13:55:00","HagstromN","2016-11-16 13:56:00","HagstromN"
14855,"Neck River","upstream Green Hill Rd","River/Stream",41.2959,-72.6235,24000,"GPS-Unspecified","NAD83","CT","MADISON",5107,"CT5107-00_01","","2002-04-25 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15934,"Long Island Sound","At end Point West of Jetty","Estuary",41.297,-72.2465,24000,"Interpolation-Map","NAD83","CT","EAST LYME",0,"CT-E2_017","","2006-05-16 00:00:00","Unknown","2018-01-22 11:46:00","TokarzW"
16740,"Hoadley Creek Trib","Below Rte 95","River/Stream",41.297009,-72.731938,24000,"Unknown","NAD83","CT","GUILFORD",5000,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
20015,"Means Brook","US rte 108, St Lawerence Religous Educaiton Center","River/Stream",41.297017,-73.099748,0,"Interpolation-Satellite","WGS84","CT","SHELTON",6024,"","","2018-01-26 08:47:00","HagstromN","2018-01-26 08:47:00","HagstromN"
16267,"Housatonic River","sunnyside boat ramp below confluence with Naugatuck River","River/Stream",41.2973,-73.065,24000,"Interpolation-Map","NAD83","CT","SHELTON",6000,"CT6000-00_01","","2008-01-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14889,"Long Island Sound","West of Jetty at West end Rocky Neck","Estuary",41.2973,-72.2456,24000,"Interpolation-Map","NAD83","CT","EAST LYME",2000,"CT-E2_017","","2002-07-09 00:00:00","Unknown","2018-01-22 13:38:00","TokarzW"
20317,"Tributary to Housatonic River","US from train trestle just above mouth","River/Stream",41.29741,-73.06381,0,"Interpolation-Satellite","WGS84","CT","DERBY",6000,"6000-78-1","","2019-09-19 08:33:00","Unknown","2021-12-27 17:18:19","BeckerM"
15292,"Ridgefield Brook","at Rte 35 Fox Hill Condos","River/Stream",41.2978,-73.4923,24000,"Interpolation-Map","NAD83","CT","RIDGEFIELD",7300,"CT7300-02_02","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
16820,"Lyons Swamp Outflow","US Sport Hill Rd","River/Stream",41.2978,-73.3206,24000,"Unknown","NAD83","CT","REDDING",7202,"Needs","102002709","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
14890,"Long Island Sound","East of Jetty at West end Rocky Neck","Estuary",41.2979,-72.2434,24000,"Interpolation-Map","NAD83","CT","EAST LYME",2000,"CT-E2_017","","2002-07-09 00:00:00","Unknown","2018-01-22 13:39:00","TokarzW"
14894,"Long Island Sound","West of Huntley Island","Estuary",41.2981,-72.2262,24000,"Interpolation-Map","NAD83","CT","EAST LYME",2000,"CT2006-E_01","","2002-07-09 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14893,"Long Island Sound","West of Giants Neck","Estuary",41.2983,-72.2347,24000,"Interpolation-Map","NAD83","CT","EAST LYME",2000,"CT-E2_017","","2002-07-09 00:00:00","Unknown","2018-01-22 13:42:00","TokarzW"
14891,"Long Island Sound","Center of beach Rocky Neck State Park","Estuary",41.2986,-72.2402,24000,"Interpolation-Map","NAD83","CT","EAST LYME",2000,"CT-E2_017","","2002-07-09 00:00:00","Unknown","2018-01-22 13:40:00","TokarzW"
14892,"Long Island Sound","due south Brides Brook outlet","Estuary",41.2986,-72.2375,24000,"Interpolation-Map","NAD83","CT","EAST LYME",2000,"CT-E2_017","","2002-07-09 00:00:00","Unknown","2018-01-22 13:41:00","TokarzW"
14939,"Neck River","at Warpus Road","River/Stream",41.2987,-72.6235,24000,"Interpolation-Map","NAD83","CT","MADISON",5107,"CT5107-00_01","104001656","2002-10-16 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
15395,"Norwalk River","downstream Topstone Road","River/Stream",41.2988,-73.4559,24000,"Interpolation-Map","NAD83","CT","RIDGEFIELD",7300,"CT7300-00_05","","2004-01-08 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15933,"Long Island Sound","East side Four Mile River Mouth","Estuary",41.2992,-72.248,24000,"Interpolation-Map","NAD83","CT","EAST LYME",0,"CT-E2_017","","2006-05-16 00:00:00","Unknown","2018-01-22 11:45:00","TokarzW"
15938,"Long Island Sound","RNSP-W In Front of West Bathhouse","Estuary",41.2992,-72.2437,24000,"Interpolation-Map","NAD83","CT","EAST LYME",0,"UNKNOWN","","2006-05-16 00:00:00","Unknown","2011-12-28 12:38:00","GregoireB"
16430,"Saugatuck River","behind Mark Twain Library downstream Diamond Hill Road and Rte 53","River/Stream",41.2994,-73.4016,24000,"Interpolation-Map","NAD83","CT","REDDING",7200,"CT7200-00_03","102002735","2008-10-30 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
19421,"Hammonasset River","At end of Van Dyke Lane","River/Stream",41.299435,-72.573741,0,"Interpolation-Satellite","WGS84","CT","MADISON",5106,"","","2016-12-21 13:13:00","HagstromN","2016-12-21 13:14:00","HagstromN"
19955,"NNT to Saugatuck River","US of State HWY 53 (Redding Rd)","River/Stream",41.299709,-73.399657,0,"Interpolation-Satellite","WGS84","CT","REDDING",7200,"CT7200-14_01","102002737","2017-09-27 15:06:00","AarrestadA","2021-11-17 18:20:50","BeckerM"
17166,"Round Pond Brook","Parallel to Rippowam Rd 200 yards US crossing","River/Stream",41.3,-73.5456,24000,"Unknown","NAD83","CT","RIDGEFIELD",8105,"Needs","","2009-01-12 00:00:00","BeaucheneM","2017-04-28 11:21:00","HagstromN"
15937,"Long Island Sound","RNSP-M In between East and West Bathouses","Estuary",41.3001,-72.2413,24000,"Interpolation-Map","NAD83","CT","EAST LYME",0,"UNKNOWN","","2006-05-16 00:00:00","Unknown","2011-12-28 12:37:00","GregoireB"
19128,"Armstrong Brook","DS Mile Creek Rd","River/Stream",41.300306,-72.270088,0,"Interpolation-Satellite","WGS84","CT","OLD LYME",2000,"","108002454","2016-08-25 07:44:00","HagstromN","2021-10-05 14:34:45","BeckerM"
15936,"Long Island Sound","RNSP-EM In Front of East Bathhouse","Estuary",41.3004,-72.2388,24000,"Interpolation-Map","NAD83","CT","EAST LYME",0,"UNKNOWN","","2006-05-16 00:00:00","Unknown","2011-12-28 12:37:00","GregoireB"
15935,"Long Island Sound","RNSP-E At Brides Brook Mouth","Estuary",41.3004,-72.2372,24000,"Interpolation-Map","NAD83","CT","EAST LYME",0,"CT-E2_017","","2011-02-23 09:18:00","Unknown","2018-01-22 11:31:00","TokarzW"
17753,"Long Island Sound","RNSP-E2 Brides Brook Mouth, East of","Estuary",41.300447,-72.236362,24000,"Interpolation-Satellite","WGS84","CT","EAST LYME",0,"CT-E2_017","","2012-01-18 09:49:00","GregoireB","2018-01-22 13:43:00","TokarzW"
15129,"Farmill River","DS of Mohegan Rd","River/Stream",41.3006,-73.1952,24000,"Interpolation-Map","NAD83","CT","SHELTON",6025,"CT6025-00_04","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
16650,"Farmill River","US of Moose Hill Rd","River/Stream",41.3008,-73.2031,24000,"Unknown","NAD83","CT","SHELTON",6025,"Needs","103018377","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18517,"Pequonnock River","US confluence with W. Br Pequonock River","River/Stream",41.300872,-73.245782,24000,"Interpolation-Map","WGS84","CT","MONROE",7105,"","","2013-11-13 09:51:00","LizotteT","2015-11-12 11:21:00","Unknown"
17455,"West Branch Pequonnock River","West Branch of Pequonnock at Maple Drive Bridge","River/Stream",41.301,-73.2489,24000,"Interpolation-Map","NAD83","CT","MONROE",7105,"CT7105-01_01","","1901-01-01 00:00:00","BeaucheneM","2015-11-19 12:58:00","TokarzW"
16194,"West River","at Sawmill Road","River/Stream",41.301,-72.6902,24000,"Interpolation-Map","NAD83","CT","GUILFORD",5110,"CT5110-00_01","","2007-08-24 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
17329,"Spring Lot Brook","US Westbrook HS athletic field access road off McVeagh Road","River/Stream",41.3011,-72.4517,24000,"Interpolation-Map","NAD83","CT","WESTBROOK",5102,"needs","104001611","2009-11-20 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
14882,"Bride Brook","RNBB-1 at RR crossing in park","Estuary",41.3012,-72.2375,24000,"GPS-Unspecified","NAD83","CT","EAST LYME",2206,"CT2206-E_01","","2011-02-23 15:49:00","Unknown","2021-11-17 18:20:50","BeckerM"
15238,"West River","US Flat Meadow Rd","River/Stream",41.3014,-72.69,24000,"Interpolation-Map","NAD83","CT","GUILFORD",5110,"CT5110-00_02","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
17061,"Spring Lot Brook","Off McVeaugh Rd US access Rd for town dump","River/Stream",41.3019,-72.4569,24000,"Unknown","NAD83","CT","WESTBROOK",5102,"CT5102-02_02","104001611","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18564,"Wepawaug River","100m Downstream Route 34","River/Stream",41.302117,-73.03034,24000,"Interpolation-Map","NAD83","CT","ORANGE",5307,"","","2013-11-25 10:52:00","LallyMe","2021-11-17 18:20:50","BeckerM"
18496,"Mill River","at Judd Rd","River/Stream",41.30213,-73.27415,0,"Interpolation-Satellite","NAD83","CT","MONROE",7108,"CT7108-00_03","","2013-10-03 10:33:00","BeckerM","2013-10-03 10:33:00","BeckerM"
20652,"Round Pond Outlet","at Oreneca Road","River/Stream",41.302529,-73.541421,0,"Interpolation-Digital Map Source","WGS84","CT","Ridgefield",8105,"","","2021-12-30 12:31:15","LallyMe","2021-12-30 12:31:15","LallyMe"
18741,"Bride Brook","RNBB-2A  at upstream of upper crabbing access bridge on entry to parking area","River/Stream",41.302561,-72.240506,0,"Interpolation-Satellite","WGS84","CT","EAST LYME",2206,"CT-E1_022","","2014-08-12 15:55:00","AarrestadA","2018-01-22 10:35:00","TokarzW"
16043,"Menunketesuck River","below old dam adjacent to Valley Road","River/Stream",41.3026,-72.5142,24000,"Interpolation-Map","NAD83","CT","CLINTON",5103,"CT5103-00_01","104001596","2006-10-18 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
17604,"Bride Brook","RNBB-2 at upper crabbing access on entry to parking area","Estuary",41.30268,-72.2402,24000,"Interpolation-Satellite","WGS84","CT","EAST LYME",2206,"CT-E1_022","","2011-02-23 15:52:00","Unknown","2021-11-17 18:20:50","BeckerM"
14907,"Bride Brook","50 m upstream of crabbing area","Estuary",41.3028,-72.2407,24000,"GPS-Unspecified","NAD83","CT","EAST LYME",2206,"CT-E1_022","","2002-08-06 00:00:00","Unknown","2018-01-22 10:25:00","TokarzW"
17118,"Threemile River","DS of mile creek rd","River/Stream",41.3031,-72.2617,24000,"Unknown","NAD83","CT","OLD LYME",2000,"Needs","108002433","2009-01-12 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
20059,"Race Brook","Racebrook Tract hiking bridge crossing","River/Stream",41.30342,-73.01678,0,"Interpolation-Satellite","WGS84","CT","ORANGE",5307,"","","2018-06-12 10:07:00","CzarnowskiMM","2018-06-12 10:07:00","CzarnowskiMM"
14921,"Bride Brook","upper end DS freshwater start","Estuary",41.3037,-72.2435,24000,"GPS-Unspecified","NAD83","CT","EAST LYME",2206,"CT2206-00_01","","2002-08-06 00:00:00","Unknown","2011-12-02 10:42:00","BeaucheneM"
19790,"Roaring Brook","DS of Kitterage Hill Rd","River/Stream",41.30379,-72.416296,0,"Interpolation-Satellite","WGS84","CT","OLD SAYBROOK",5101,"","104001589","2017-07-27 11:04:00","HagstromN","2021-10-05 14:34:45","BeckerM"
18157,"Lake Saltonstall","Deepest Point In Lake","Lake",41.303817,-72.840694,0,"Interpolation-Satellite","WGS84","CT","EAST HAVEN",5112,"","","2012-03-28 12:01:00","BeckerM","2012-03-28 12:01:00","BeckerM"
19336,"Maltby Lake 3","center of lake","Lake",41.304,-72.986,0,"Interpolation-Satellite","WGS84","CT","WEST HAVEN",0,"","","2016-11-28 11:08:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
16263,"Saugatuck River","at Saugatuck Falls Natural area off Route 53 across from John Reed Middle School","River/Stream",41.3041,-73.4041,24000,"Interpolation-Map","NAD83","CT","REDDING",7200,"CT7200-00_03","102002744","2008-01-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
